"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 22 13:45:08 CEST 2024","Sat Jun 22 13:45:21 CEST 2024","13268","reports","test_1","TestBase","","","test_check_text",""
